"OBÈINE","VRSTA ODJEMALCA","2020M01 (zaèasni podatki)","2020M02 (zaèasni podatki)","2020M03 (zaèasni podatki)","2020M04 (zaèasni podatki)","2020M05 (zaèasni podatki)","2020M06 (zaèasni podatki)","2020M07 (zaèasni podatki)","2020M08 (zaèasni podatki)","2020M09 (zaèasni podatki)","2020M10 (zaèasni podatki)","2020M11 (zaèasni podatki)","2020M12 (zaèasni podatki)","2021M01 (zaèasni podatki)","2021M02 (zaèasni podatki)","2021M03 (zaèasni podatki)","2021M04 (zaèasni podatki)","2021M05 (zaèasni podatki)","2021M06 (zaèasni podatki)","2021M07 (zaèasni podatki)","2021M08 (zaèasni podatki)","2021M09 (zaèasni podatki)","2021M10 (zaèasni podatki)","2021M11 (zaèasni podatki)","2021M12 (zaèasni podatki)","2022M01 (zaèasni podatki)","2022M02 (zaèasni podatki)","2022M03 (zaèasni podatki)","2022M04 (zaèasni podatki)","2022M05 (zaèasni podatki)","2022M06 (zaèasni podatki)","2022M07 (zaèasni podatki)","2022M08 (zaèasni podatki)","2022M09 (zaèasni podatki)"
"Ljubno","Gospodinjstva",450159,381369,415121,379067,356027,323294,329070,332652,320068,386481,432747,502923,514192,410358,432496,393583,371792,319850,311193,323611,308173,370938,402560,553226,492919,391051,418406,357540,305821,284975,290605,286760,285578
"Ljubno","Poslovni subjekti",1960388,2008077,1842696,895577,859810,1130219,1196463,1826810,1890541,1929053,1902600,1791839,2097512,1879544,2190576,1842633,1993577,2017619,1302691,1852256,1682968,1559463,1577646,1792819,2064246,1879902,1968224,1545242,1912764,1971224,1186581,2050905,1829366
"Ljutomer","Vrsta odjemalca - SKUPAJ",5619532,5071842,5033345,4257430,4532213,4468293,4759106,4369869,4872454,5405543,5317678,5466137,5647752,5114621,5524693,4828730,5007459,4926470,5204042,4622412,4975474,5480726,5702695,6220111,6115386,5173857,5691543,4976512,4963015,5032584,4959647,4613914,4847403
"Ljutomer","Gospodinjstva",1944177,1578944,1690813,1515677,1467720,1339400,1365326,1370027,1323445,1559407,1725912,2056613,1956136,1703271,1782182,1606713,1478320,1370048,1391767,1356272,1321465,1641020,1753293,2097162,2046703,1658952,1790809,1554679,1330784,1282883,1338089,1299567,1298785
"Ljutomer","Poslovni subjekti",3675355,3492898,3342532,2741753,3064493,3128893,3393780,2999842,3549009,3846136,3591766,3409524,3691616,3411350,3742511,3222017,3529139,3556422,3812275,3266140,3654009,3839706,3949402,4122949,4068683,3514905,3900734,3421833,3632231,3749701,3621558,3314347,3548618
"Log - Dragomer","Vrsta odjemalca - SKUPAJ",1112127,907674,952388,755004,717916,644314,642923,654627,696322,850356,1007505,1134021,1219624,960382,1020878,893500,790449,693807,661100,671721,676624,886581,997051,1253864,1264179,991557,1037165,839885,720965,662544,654921,627357,696042
"Log - Dragomer","Gospodinjstva",876260,692371,751770,605732,546065,464826,443673,452154,474219,634160,789584,900130,981159,741803,775479,682261,581195,468361,444081,452457,461529,658599,752591,980426,987836,753441,768858,621024,494817,441979,439524,432771,482116
"Log - Dragomer","Poslovni subjekti",235867,215303,200618,149272,171851,179488,199250,202473,222103,216196,217921,233891,238465,218579,245399,211239,209254,225446,217019,219264,215095,227982,244460,273438,276343,238116,268307,218861,226148,220565,215397,194586,213926
"Logatec","Vrsta odjemalca - SKUPAJ",7933066,7356116,7589786,6350183,6605740,6510130,6899872,6268469,7090560,7638160,7679776,7725649,8163763,7386197,8276512,7449769,7670651,7166348,7210980,6616662,7751132,8279826,8539656,9040218,9119335,8262760,8975046,7696917,7900688,7686961,7451196,7235398,7639996
"Logatec","Gospodinjstva",2275308,1900532,2096169,1910618,1737624,1502327,1507300,1480019,1589033,1871219,2194591,2457315,2623767,2074815,2178242,1984534,1822028,1495029,1493073,1462075,1578230,1958757,2122179,2674165,2564297,2150884,2226355,1903627,1625389,1490826,1432077,1481488,1568453
"Logatec","Poslovni subjekti",5657758,5455584,5493617,4439565,4868116,5007803,5392572,4788450,5501527,5766941,5485185,5268334,5539996,5311382,6098270,5465235,5848623,5671319,5717907,5154587,6172902,6321069,6417477,6366053,6555038,6111876,6748691,5793290,6275299,6196135,6019119,5753910,6071543
"Loška dolina","Vrsta odjemalca - SKUPAJ",2199519,2217894,2264013,1858607,1984292,1989079,2117218,2209469,2307312,2409086,2345452,2127548,2271762,2151507,2573979,2349593,2368556,2302647,2321503,2215553,2328216,2333676,2188932,2100262,2409591,2264344,2603473,2243936,2304122,2120853,1928243,1634584,2083057
"Loška dolina","Gospodinjstva",405839,369780,402350,388460,403785,373244,400378,504207,372420,425697,434153,489634,497149,406728,425936,403625,380410,357059,356510,356091,353996,400390,401535,454064,469805,393641,420071,378200,355534,342141,340530,338063,345367
"Loška dolina","Poslovni subjekti",1793680,1848114,1861663,1470147,1580507,1615835,1716840,1705262,1934892,1983389,1911299,1637914,1774613,1744779,2148043,1945968,1988146,1945588,1964993,1859462,1974220,1933286,1787397,1646198,1939786,1870703,2183402,1865736,1948588,1778712,1587713,1296521,1737690
"Loški Potok","Vrsta odjemalca - SKUPAJ",447151,416025,436986,374405,395189,370790,382284,364193,381922,415941,417546,421577,434493,391555,450771,418741,582019,390486,395507,377927,394740,448777,450700,442511,480963,436492,485808,434146,442139,415337,401213,383185,403858
"Loški Potok","Gospodinjstva",183347,186624,189599,181701,213231,176530,179240,181398,163839,184569,187085,204571,201802,178685,192047,188678,361081,187631,194704,193524,187346,206712,195650,208172,210284,194014,209645,196491,183993,186354,184433,188301,178757
"Loški Potok","Poslovni subjekti",263804,229401,247387,192704,181958,194260,203044,182795,218083,231372,230461,217006,232691,212870,258724,230063,220938,202855,200803,184403,207394,242065,255050,234339,270679,242478,276163,237655,258146,228983,216780,194884,225101
"Lovrenc na Pohorju","Vrsta odjemalca - SKUPAJ",862847,758527,789683,658854,670665,645052,671311,610066,651271,755898,831204,913555,952046,829386,851375,766644,725440,657727,665716,618056,665539,767125,849257,987022,978649,791440,888804,744946,688491,648876,675728,623669,683982
"Lovrenc na Pohorju","Gospodinjstva",556260,460428,495741,427440,397150,377617,399629,382260,363914,447567,507939,602072,616932,511656,520133,473792,428423,377592,372163,374837,369491,457259,502157,615870,616458,498552,523456,438891,383889,349322,356924,357616,372365
"Lovrenc na Pohorju","Poslovni subjekti",306587,298099,293942,231414,273515,267435,271682,227806,287357,308331,323265,311483,335114,317730,331242,292852,297017,280135,293553,243219,296048,309866,347100,371152,362191,292888,365348,306055,304602,299554,318804,266053,311617
"Luèe","Vrsta odjemalca - SKUPAJ",429192,390326,410136,357160,346259,366686,349900,356672,375807,392712,414094,450342,442416,380709,406077,384764,386579,373914,331540,377626,375217,399622,415866,469563,456996,401603,432901,382263,368522,358682,325053,348498,342025
"Luèe","Gospodinjstva",236590,206600,226273,198198,178717,193396,192395,193860,188267,211239,229605,273923,262552,216531,215095,209468,213678,190329,188873,194608,189573,215084,224933,284970,257384,215976,225531,205735,190872,183036,179441,184270,176308
"Luèe","Poslovni subjekti",192602,183726,183863,158962,167542,173290,157505,162812,187540,181473,184489,176419,179864,164178,190982,175296,172901,183585,142667,183018,185644,184538,190933,184593,199612,185627,207370,176528,177650,175646,145612,164228,165717
"Lukovica","Vrsta odjemalca - SKUPAJ",2075287,1803840,1835853,1602791,1644195,1624100,1679625,1699601,1621506,1831173,1858794,2074395,2120405,1781807,1929382,1754628,1747090,1699963,1708506,1691587,1651347,1900534,1945509,2325541,2223128,1861132,2003183,1747604,1684129,1678180,1734091,1643770,1614159
"Lukovica","Gospodinjstva",1130958,936246,1005809,863241,817613,735423,733882,754317,742529,983826,1070621,1243168,1283264,1033123,1074393,953239,876277,772509,732399,740041,756365,990528,1063385,1402297,1326664,1060411,1108609,943227,793246,756515,741448,708826,747890
"Lukovica","Poslovni subjekti",944329,867594,830044,739550,826582,888677,945743,945284,878977,847347,788173,831227,837141,748684,854989,801389,870813,927454,976107,951546,894982,910006,882124,923244,896464,800721,894574,804377,890883,921665,992643,934944,866269
"Majšperk","Vrsta odjemalca - SKUPAJ",1032985,843892,853023,731695,722068,713216,712422,735374,689531,757998,867863,1038867,1028463,853200,892359,829380,744146,704929,697895,694333,679674,797992,903461,1056599,1059081,863408,942743,777169,679587,663869,674011,650232,651294
"Majšperk","Gospodinjstva",661007,543768,588898,522507,521365,508392,500715,508933,481379,533026,613712,738340,707994,580167,605503,591912,537151,499348,492686,488764,479199,568168,604295,710165,706286,573297,624898,544277,485310,467225,480933,459774,467138
"Majšperk","Poslovni subjekti",371978,300124,264125,209188,200703,204824,211707,226441,208152,224972,254151,300527,320469,273033,286856,237468,206995,205581,205209,205569,200475,229824,299166,346434,352795,290111,317845,232892,194277,196644,193078,190458,184156
"Makole","Vrsta odjemalca - SKUPAJ",437312,367699,393113,342999,358651,349173,347375,355136,339866,386764,395690,470209,458353,394043,433208,386781,375079,353308,351882,358264,357197,397576,420654,474487,482128,399708,443389,394516,373919,367711,355378,356804,370740
"Makole","Gospodinjstva",314053,257725,282324,244129,265511,247390,247941,256878,234002,270227,287857,359256,337690,281971,309930,280122,263459,247266,250356,256462,245028,279811,294167,337316,344125,279150,309983,277803,253210,242775,250412,244629,244004
"Makole","Poslovni subjekti",123259,109974,110789,98870,93140,101783,99434,98258,105864,116537,107833,110953,120663,112072,123278,106659,111620,106042,101526,101802,112169,117765,126487,137171,138003,120558,133406,116713,120709,124936,104966,112175,126736
"Maribor","Vrsta odjemalca - SKUPAJ",51414402,44548363,42780791,33556162,34397503,35693634,38176916,37857611,38780252,41228278,43072406,47217945,47858114,42744805,45435090,40185078,39554540,39734430,39903056,38100730,38112062,42414743,46151876,51179430,51388350,43644927,47670090,40471189,39274394,39633630,39297469,38424333,38299914
"Maribor","Gospodinjstva",20771424,16616551,17122358,14271567,12947006,11467292,11340010,11545175,11281764,14748339,17852987,21412957,21277877,17598888,17700374,15482276,13512568,11620774,11076414,11000168,11103507,14792742,17414816,21254326,21011777,16963024,17689640,14608975,11872179,10864734,10930221,10621524,11305751
"Maribor","Poslovni subjekti",30642978,27931812,25658433,19284595,21450497,24226342,26836906,26312436,27498488,26479939,25219419,25804988,26580237,25145917,27734716,24702802,26041972,28113656,28826642,27100562,27008555,27622001,28737060,29925104,30376573,26681903,29980450,25862214,27402215,28768896,28367248,27802809,26994163
"Markovci","Vrsta odjemalca - SKUPAJ",1683776,1376709,1506001,1274129,1259862,1224937,1228519,1215872,1277219,1409050,1493326,1626582,1633443,1469018,1566124,1392902,1383692,1321827,1351283,1309560,1354107,1548316,1638445,1785038,1819892,1499089,1710697,1412319,1344567,1337895,1304656,1295778,1341237
"Markovci","Gospodinjstva",774645,614249,649965,579107,541962,496867,493039,504788,475949,580161,672169,795069,784156,655717,677320,616398,552013,504108,502859,489270,486820,616608,691864,827868,839166,662683,717474,589607,490971,469518,484346,472498,472856
"Markovci","Poslovni subjekti",909131,762460,856036,695022,717900,728070,735480,711084,801270,828889,821157,831513,849287,813301,888804,776504,831679,817719,848424,820290,867287,931708,946581,957170,980726,836406,993223,822712,853596,868377,820310,823280,868381
"Medvode","Vrsta odjemalca - SKUPAJ",10815754,9819399,10256688,9291926,8848006,8790968,9213578,9063933,8014325,9765485,10202329,10719180,11254403,9916582,10574998,9858507,9583247,9289999,9183012,9254908,9218848,7363117,7999810,10569310,11184992,9951834,10669248,9525446,9015957,9358797,8949400,8189511,8500032
"Medvode","Gospodinjstva",3225071,2733474,2835898,2694863,2232987,2021351,1967167,1967421,1917748,2503144,2940983,3436363,3614731,2987651,2968387,2894743,2339514,1965158,1896029,1909024,1978431,2571065,2930462,3646677,3665705,2973012,3015809,2556186,2058804,1863711,1835186,1870188,1954306
"Medvode","Poslovni subjekti",7590683,7085925,7420790,6597063,6615019,6769617,7246411,7096512,6096577,7262341,7261346,7282817,7639672,6928931,7606611,6963764,7243733,7324841,7286983,7345884,7240417,4792052,5069348,6922633,7519287,6978822,7653439,6969260,6957153,7495086,7114214,6319323,6545726
"Mengeš","Vrsta odjemalca - SKUPAJ",6352427,5664947,5757198,5018850,5113972,5281879,5538788,5640115,5357239,5579613,5822607,6052855,6436863,5597588,6152887,5699988,5556767,5510879,5514330,5567528,5292942,5665350,5800475,6451763,6652521,5749604,6222093,5498944,5500375,5636743,5467397,5366197,5169297
"Mengeš","Gospodinjstva",1615088,1306024,1412715,1182071,1078793,918224,881788,912942,932514,1222507,1453530,1719146,1756292,1394348,1435537,1290746,1133771,943223,895975,909822,943910,1256751,1425325,1782417,1777094,1402633,1440414,1215784,998772,902075,885867,876432,953572
"Mengeš","Poslovni subjekti",4737339,4358923,4344483,3836779,4035179,4363655,4657000,4727173,4424725,4357106,4369077,4333709,4680571,4203240,4717350,4409242,4422996,4567656,4618355,4657706,4349032,4408599,4375150,4669346,4875427,4346971,4781679,4283160,4501603,4734668,4581530,4489765,4215725
"Metlika","Vrsta odjemalca - SKUPAJ",3642403,3316234,3281807,2546289,2417513,2730856,3139723,2688450,3101707,3246635,3231729,3115952,3390021,3061066,3424213,3118381,3118614,3405786,3343391,2723680,3168387,3407345,3411840,3607549,3681643,3201433,3601535,3135697,3132348,3287490,3318530,2708583,3189265
"Metlika","Gospodinjstva",1247173,1038841,1135072,1016996,1019862,955535,1014614,1045655,972546,1111712,1175279,1345836,1279439,1068797,1137238,1054945,1009398,985219,1008252,990664,950188,1122020,1131884,1468466,1347829,1096963,1181658,1039687,953152,935706,982702,937883,937315
"Metlika","Poslovni subjekti",2395230,2277393,2146735,1529293,1397651,1775321,2125109,1642795,2129161,2134923,2056450,1770116,2110582,1992269,2286975,2063436,2109216,2420567,2335139,1733016,2218199,2285325,2279956,2139083,2333814,2104470,2419877,2096010,2179196,2351784,2335828,1770700,2251950
"Mežica","Vrsta odjemalca - SKUPAJ",1228754,1131474,1145878,911593,926603,887537,930135,845948,964358,1116948,1197903,1219683,1316885,1143146,1226417,1090395,1072879,988948,974576,888706,999427,1114522,1178067,1311720,1351981,1172493,1243702,1057370,998592,944315,890635,810620,966253
"Mežica","Gospodinjstva",611727,533674,586775,528557,513429,440462,429178,428820,442020,539399,592071,673777,695826,571921,586867,527056,496558,420211,408790,414201,425617,524038,558388,709938,695763,553975,574756,505836,434632,394443,389925,386768,420775
"Mežica","Poslovni subjekti",617027,597800,559103,383036,413174,447075,500957,417128,522338,577549,605832,545906,621059,571225,639550,563339,576321,568737,565786,474505,573810,590484,619679,601782,656218,618518,668946,551534,563960,549872,500710,423852,545478
"Miklavž na Dravskem polju","Vrsta odjemalca - SKUPAJ",2085438,1583456,1629445,1289699,1192876,1088311,1100955,1106030,1122936,1397272,1710885,2100799,2079398,1684277,1740154,1498929,1298839,1145584,1153324,1085535,1105719,1477304,1726517,2177356,2158921,1695715,1804487,1447854,1180742,1109007,1128752,1107904,1112800
"Miklavž na Dravskem polju","Gospodinjstva",1653496,1246118,1303790,1038556,928383,813685,783844,810585,811357,1083969,1377788,1723593,1700776,1369066,1353598,1177866,979015,820178,825205,775393,798960,1125045,1344028,1742745,1719162,1344343,1419141,1123873,844555,771086,793560,774488,829743
"Miklavž na Dravskem polju","Poslovni subjekti",431942,337338,325655,251143,264493,274626,317111,295445,311579,313303,333097,377206,378622,315211,386556,321063,319824,325406,328119,310142,306759,352259,382489,434611,439759,351372,385346,323981,336187,337921,335192,333416,283057
"Miren - Kostanjevica","Vrsta odjemalca - SKUPAJ",2103722,1913668,1892430,1627428,1732989,1685074,2175158,1705711,1704104,1830523,1849028,1917662,2081162,1853751,1965090,1771419,1706201,1929507,2116677,2040978,2039486,2200687,1949396,2212787,2151305,1697978,2413440,1822902,1840483,2307104,2464336,2176014,1856333
"Miren - Kostanjevica","Gospodinjstva",988988,863341,881683,756017,688179,645684,658410,676696,672645,793082,864510,945750,1085815,900978,924717,817491,738957,739493,698425,682521,660194,776938,850020,1051493,1060264,967543,953762,825469,698350,653409,722326,678254,644695
"Miren - Kostanjevica","Poslovni subjekti",1114734,1050327,1010747,871411,1044810,1039390,1516748,1029015,1031459,1037441,984518,971912,995347,952773,1040373,953928,967244,1190014,1418252,1358457,1379292,1423749,1099376,1161294,1091041,730435,1459678,997433,1142133,1653695,1742010,1497760,1211638
"Mirna","Vrsta odjemalca - SKUPAJ",1505651,1381432,1391904,1001737,1115683,1226708,1421872,1125312,1379653,1504513,1462421,1411328,1553201,1407173,1541043,1442503,1455592,1471589,1536322,1175248,1316160,1371089,1410290,1351209,1544840,1384937,1623620,1215446,1366361,1484804,1449927,1153465,1350888
"Mirna","Gospodinjstva",513898,410717,443797,400296,380780,335658,338434,341393,334432,414519,472343,539976,573725,447038,456581,431174,387453,336404,334310,332036,331723,438586,468336,580168,569850,449835,485842,408967,344506,321490,322246,311944,335627
"Mirna","Poslovni subjekti",991753,970715,948107,601441,734903,891050,1083438,783919,1045221,1089994,990078,871352,979476,960135,1084462,1011329,1068139,1135185,1202012,843212,984437,932503,941954,771041,974990,935102,1137778,806479,1021855,1163314,1127681,841521,1015261
"Mirna Peè","Vrsta odjemalca - SKUPAJ",915499,800085,887403,728553,734691,751290,814843,740920,827326,872168,924879,957844,1198179,1003483,1095097,967589,939348,961301,915779,812795,874030,993679,1057262,1157311,1190801,1048873,1126270,903533,920341,915262,932836,842927,932336
"Mirna Peè","Gospodinjstva",530997,428925,536201,458401,454392,441088,450756,440573,435416,459488,494666,513991,718879,593583,548873,500334,482923,487285,464231,454362,438475,496802,509723,605448,626524,553701,557512,467536,434136,423155,450664,424914,428893
"Mirna Peè","Poslovni subjekti",384502,371160,351202,270152,280299,310202,364087,300347,391910,412680,430213,443853,479300,409900,546224,467255,456425,474016,451548,358433,435555,496877,547539,551863,564277,495172,568758,435997,486205,492107,482172,418013,503443
"Mislinja","Vrsta odjemalca - SKUPAJ",1223764,1077649,1081113,958024,922791,872173,872888,860413,873282,1032225,1108257,1294257,1280578,1089949,1143723,1060681,980586,899567,873736,869954,906244,1042976,1143212,1380215,1295753,1057101,1179633,1002613,882586,857103,796607,794125,877121
